10632,9.1631760597229,1711032901
9300,8.001303672790527,1709219501
8619,7.6647865772247314,1709711801
8781,7.693057537078857,1710148001
6927,6.882870197296143,1710147501
8791,7.796269655227661,1710147901
6996,7.038410663604736,1710139801
8782,7.758105516433716,1710148101
6952,6.983462333679199,1710147601
10942,9.459569215774536,1709715901
12041,9.948211908340454,1709716001
10909,9.28191876411438,1710143601
9311,8.014914512634277,1710143701
9434,8.080631017684937,1711037401
14004,10.547751188278198,1710140601
16742,12.310476064682007,1709709701
19977,13.547096967697144,1710489301
8408,7.626279830932617,1710142101
8490,7.869786500930786,1710142201
7976,7.57581090927124,1709712501
11525,9.572421550750732,1711028801
8777,7.823270797729492,1710139701
11298,9.659219026565552,1711029801
20768,15.411661624908447,1710495701
10928,9.714811325073242,1710138301
7867,7.560083866119385,1711038701
7845,7.788259983062744,1711038401
9889,8.419391632080078,1709711301
8199,7.503435373306274,1710144001
10689,9.450552225112915,1709716501
12283,10.160576105117798,1710495001
12309,10.555055141448975,1710144401
14042,10.943621635437012,1710138001
9387,8.102562427520752,1711039801
10779,9.69394564628601,1711039601
7923,7.507028818130493,1710142301
9498,8.290300607681274,1709711201
8659,7.702103614807129,1710147301
